,latitude,longitude,item_number
41403,29.946675,-90.1322023,i3922119
41411,29.946675,-90.1322023,i3922119
41419,29.9460177,-90.0715237,i3938019
41421,29.9460177,-90.0715237,i3938019
41423,30.01323,-90.0183644,i3978619
41427,29.931189,-90.0736044,i3990719
41428,29.9549374,-90.1310283,i4170219
41433,30.0240572,-90.0483416,i4224319
41434,29.9657296,-90.0383047,i4226919
41436,29.9657296,-90.0383047,i4226919
41438,29.9565806,-90.0674004,i4237019
41439,29.9703611,-90.080934,i4242019
41447,29.9703611,-90.080934,i4242019
41455,29.9521385,-90.1328316,i4253719
41456,29.9537072,-90.0700564,j0008019
41464,29.9574473,-90.0731873,j0054919
41468,29.9574473,-90.0731873,j0054919
41472,29.9574473,-90.0731873,j0054919
41476,29.9637442,-90.01785339999999,j0110419
41478,29.9637442,-90.01785339999999,j0110419
41480,29.9672931,-90.0777455,j0224419
41492,29.9672931,-90.0777455,j0224419
41504,29.9672931,-90.0777455,j0224419
41516,29.9834328,-90.071756,j0261919
41520,29.9834328,-90.071756,j0261919
41524,29.9834328,-90.071756,j0261919
41528,29.9834328,-90.071756,j0261919
41532,29.9533675,-90.0687865,j0298419
41533,29.9611311,-90.1141521,j0326219
41534,29.9348545,-90.0853995,j0348319
41567,29.9746409,-90.0996984,j0424619
41573,29.9746409,-90.0996984,j0424619
41616,29.944205,-90.08645,j0553819
41624,29.9531676,-90.0673047,j0623919
41625,29.9230882,-90.02839159999999,j0702319
41637,29.9707228,-90.0771442,j0769719
41677,29.939081,-90.1034665,j0888919
41678,29.924472,-90.02144369999999,j0939719
41695,29.9824367,-90.07183479999999,j1046719
41697,29.9824367,-90.07183479999999,j1046719
41781,29.94151639999999,-90.0834387,j1186419
41785,29.9570165,-90.07050319999999,j1190519
41791,29.9570165,-90.07050319999999,j1190519
41797,29.9570165,-90.07050319999999,j1190519
41803,29.9570165,-90.07050319999999,j1190519
41809,29.9570165,-90.07050319999999,j1190519
41829,29.9684652,-90.0697337,j1296019
41833,29.9684652,-90.0697337,j1296019
41837,29.9684652,-90.0697337,j1296019
41841,29.9355059,-90.1010369,j1307219
41843,29.9355059,-90.1010369,j1307219
41845,29.9595552,-90.0601315,j1389619
41847,29.9595552,-90.0601315,j1389619
41849,29.9648366,-90.1123253,j1390119
41859,29.9621133,-90.0579654,j1487119
41861,29.9621133,-90.0579654,j1487119
41863,29.9554138,-90.1296374,j1496219
41870,29.956303,-90.0675878,j1547619
41872,29.9384366,-90.1011416,j1568019
41878,29.9450442,-90.0881366,j1725419
41881,29.9450442,-90.0881366,j1725419
41884,29.9450442,-90.0881366,j1725419
41887,43.0759678,-107.2902839,j1779619
41903,43.0759678,-107.2902839,j1779619
41951,30.030545,-89.98495249999999,j1822519
41953,30.030545,-89.98495249999999,j1822519
41955,29.946887,-90.06982269999999,j1829319
41956,29.9182763,-89.98332789999999,j1840119
41962,29.9182763,-89.98332789999999,j1840119
41968,29.9182763,-89.98332789999999,j1840119
41992,29.9394746,-90.0252345,j1864919
41993,29.96456389999999,-90.0322872,j1903419
42009,29.96456389999999,-90.0322872,j1903419
42025,29.96456389999999,-90.0322872,j1903419
42096,29.9103145,-89.9992616,j1956419
42098,29.9592653,-90.0704119,j1972019
42100,29.9592653,-90.0704119,j1972019
42103,29.940481,-90.098539,j1985919
42106,29.940481,-90.098539,j1985919
42112,30.01219459999999,-90.0598325,j2101419
42113,29.9229749,-89.98751759999999,j2109819
42114,29.9574473,-90.0731873,j2144419
42116,29.9574473,-90.0731873,j2144419
42144,30.0231252,-90.06139739999999,j2345919
42152,30.0123108,-89.9986687,j2481419
42154,29.9414475,-90.0677592,j2496519
42155,29.9414475,-90.0677592,j2527419
42163,29.9611311,-90.1141521,j2605719
42178,29.96211389999999,-90.01556479999999,j2728019
42186,29.9329708,-90.1206176,j2744419
42194,29.9329708,-90.1206176,j2744419
42202,29.9698345,-90.0778518,j2816819
42211,29.956303,-90.0675878,j2858919
42213,29.956303,-90.0675878,j2858919
42215,29.9341787,-90.0905239,j2867019
42219,29.9834328,-90.071756,j2939319
42221,29.9834328,-90.071756,j2939319
42229,30.0458791,-89.9825116,j2951219
42232,29.9622543,-90.0579669,j2971919
42238,29.9344343,-90.0807177,j2992519
42245,29.9719906,-90.0895346,j3156519
42257,29.9719906,-90.0895346,j3156519
42269,29.9719906,-90.0895346,j3156519
42281,29.9564426,-90.06746890000001,j3259819
42286,29.9564426,-90.06746890000001,j3259819
42403,29.954776,-90.06896599999999,j3490619
42408,29.9694805,-90.0767481,j3550019
42411,29.9694805,-90.0767481,j3550019
42414,29.9694805,-90.0767481,j3550019
42417,29.9563033,-90.0648438,j3584119
42425,29.9563033,-90.0648438,j3584119
42433,29.9565782,-90.0672499,j3602719
42435,29.9565782,-90.0672499,j3602719
42437,29.9554151,-90.0700619,j3650519
42439,29.9554151,-90.0700619,j3650519
42441,29.9327646,-90.00327860000002,j3650719
42445,29.9327646,-90.00327860000002,j3650719
42449,29.9327646,-90.00327860000002,j3650719
42544,29.9915808,-90.0330575,j3679219
42912,29.9598668,-90.1134948,j3854719
43056,29.9598668,-90.1134948,j3854719
43128,29.9393669,-90.0976131,j3926919
43129,29.9544864,-90.1189918,j3965519
43130,29.9638925,-90.1154312,j4013019
43131,29.9532911,-90.0721139,j4059419
43137,29.9532911,-90.0721139,j4059419
43143,29.9532911,-90.0721139,j4059419
43149,29.9532911,-90.0721139,j4059419
43155,29.9532911,-90.0721139,j4059419
43180,29.9522067,-90.133816,k0071519
43183,29.9522067,-90.133816,k0071519
43186,29.9522067,-90.133816,k0071519
43199,29.9576176,-90.0664106,k0173619
43200,29.9685118,-90.1195346,k0216219
43201,29.9174095,-90.1004169,k0221219
43204,29.9174095,-90.1004169,k0221219
43207,29.9174095,-90.1004169,k0221219
43210,29.9695978,-90.0797971,k0243919
43213,29.9695978,-90.0797971,k0243919
43216,29.9695978,-90.0797971,k0243919
43219,29.9557609,-90.0678872,k0245919
43225,29.9557609,-90.0678872,k0245919
43231,29.9557609,-90.0678872,k0245919
43237,29.9557609,-90.0678872,k0245919
43243,29.9557609,-90.0678872,k0245919
43249,29.9557609,-90.0678872,k0245919
43255,30.0462227,-89.981906,k0260419
43287,29.9588366,-90.06677739999999,k0311619
43291,30.027116,-89.992026,k0333819
43294,30.027116,-89.992026,k0333819
43302,29.9451835,-90.03706489999999,k0420419
43307,29.9581573,-90.1230495,k0447719
43322,29.962263,-90.1231945,k0635019
43323,29.9720809,-90.1212682,k0690419
43335,29.9720809,-90.1212682,k0690419
43347,29.9720809,-90.1212682,k0690419
43472,29.9570331,-90.06707469999999,k0850119
43476,29.9391792,-90.0971057,k0890119
43480,29.9547116,-90.069155,k0940819
43483,29.9547116,-90.069155,k0940819
43517,29.9602821,-90.0668843,k0962919
43595,29.9538681,-90.1027868,k1162119
43764,29.983547,-90.123512,k1277819
43776,30.0420916,-89.91052429999999,k1309019
43781,29.9553814,-90.06683029999999,k1391819
43782,29.9530426,-90.1023396,k1465519
43840,29.9557609,-90.0678872,k1734619
43841,29.945426,-90.0425377,k1761119
43843,29.945426,-90.0425377,k1761119
43845,29.9500012,-90.0650192,k1788819
43869,29.9500012,-90.0650192,k1788819
43893,29.9500012,-90.0650192,k1788819
43917,29.9500012,-90.0650192,k1788819
43941,29.9500012,-90.0650192,k1788819
43965,29.9500012,-90.0650192,k1788819
43989,29.9500012,-90.0650192,k1788819
44013,29.9500012,-90.0650192,k1788819
44037,29.9500012,-90.0650192,k1788819
44061,29.9500012,-90.0650192,k1788819
44085,29.9500012,-90.0650192,k1788819
44109,29.9500012,-90.0650192,k1788819
44133,29.9500012,-90.0650192,k1788819
44157,29.9500012,-90.0650192,k1788819
44181,29.9500012,-90.0650192,k1788819
44205,29.9500012,-90.0650192,k1788819
44229,29.9500012,-90.0650192,k1788819
44253,29.9500012,-90.0650192,k1788819
44277,29.9500012,-90.0650192,k1788819
44301,29.9500012,-90.0650192,k1788819
44325,29.9500012,-90.0650192,k1788819
44349,29.9500012,-90.0650192,k1788819
44373,29.9500012,-90.0650192,k1788819
44397,29.9500012,-90.0650192,k1788819
44451,29.96631619999999,-90.0814598,k1916619
44452,29.9534715,-90.07007109999999,k2028219
44557,29.9481206,-90.0652332,k2173019
44565,29.9481206,-90.0652332,k2173019
44573,30.055501,-89.9511557,k2213219
44574,29.9642092,-90.06802069999999,k2223719
44641,29.9685118,-90.1195346,k2306119
44646,29.9685118,-90.1195346,k2306119
44651,29.9685118,-90.1195346,k2306119
44656,29.9531159,-90.0742086,k2329519
44657,29.9547116,-90.069155,k2367819
44809,29.9553814,-90.06683029999999,k2440219
44811,29.9553814,-90.06683029999999,k2440219
44813,29.9348545,-90.0853995,k2445719
44819,29.9348545,-90.0853995,k2445719
44825,29.9348545,-90.0853995,k2445719
44831,29.9348545,-90.0853995,k2445719
44837,29.9348545,-90.0853995,k2445719
44843,29.9348545,-90.0853995,k2445719
44849,43.0759678,-107.2902839,k2452319
44851,43.0759678,-107.2902839,k2452319
44853,29.9830342,-90.0376839,k2455319
44867,29.9506433,-90.0663455,k2520919
44879,29.9506433,-90.0663455,k2520919
44891,29.9506433,-90.0663455,k2520919
44903,29.9506433,-90.0663455,k2520919
45047,29.967402,-90.05920599999999,k2533819
45063,29.967402,-90.05920599999999,k2533819
45079,29.9513141,-90.06989569999999,k2571919
45757,29.9433662,-90.0774832,k2653319
45785,29.9433662,-90.0774832,k2653319
45869,29.9435233,-90.0836005,k2714019
45870,29.9431228,-90.0824705,k2715319
45871,29.9687992,-90.1006878,k2725119
45876,29.9687992,-90.1006878,k2725119
45881,29.9687992,-90.1006878,k2725119
45886,29.9687992,-90.1006878,k2725119
45891,29.9687992,-90.1006878,k2725119
45896,29.9487337,-90.1285359,k2760919
45921,29.95703,-90.0672499,k2789619
45923,29.95703,-90.0672499,k2789619
45925,29.9675515,-90.1039277,k2885519
45930,29.9675515,-90.1039277,k2885519
45935,29.9675515,-90.1039277,k2885519
45940,29.9675515,-90.1039277,k2885519
45945,29.9675515,-90.1039277,k2885519
45954,29.97699729999999,-90.0991386,k2921519
45955,30.0276556,-89.9914385,k2924619
45956,29.9542762,-90.0701899,k2940519
45962,29.9542762,-90.0701899,k2940519
45968,29.9542762,-90.0701899,k2940519
45974,29.9542762,-90.0701899,k2940519
45980,29.9542762,-90.0701899,k2940519
45986,29.9542762,-90.0701899,k2940519
45992,29.9548753,-90.0675617,k3001519
46098,29.9540307,-90.1041939,k3215019
46100,29.9540307,-90.1041939,k3215019
46102,30.0295268,-90.0460047,k3229319
46104,30.0295268,-90.0460047,k3229319
46106,29.9616113,-90.1223872,k3322119
46110,29.9692902,-90.0681865,k3331419
46116,29.9692902,-90.0681865,k3331419
46122,29.9692902,-90.0681865,k3331419
46128,29.9692902,-90.0681865,k3331419
46134,29.9692902,-90.0681865,k3331419
46147,29.954776,-90.06896599999999,k3378919
46149,29.954776,-90.06896599999999,k3378919
46151,29.959962,-90.0749035,k3403519
46153,29.959962,-90.0749035,k3403519
46155,29.919355,-90.02355820000001,k3435519
46156,29.9673021,-90.1211039,k3469119
46164,29.9805208,-90.0627155,k3651919
46166,29.9671356,-90.0820828,k3665819
46167,29.9423127,-90.0732481,k3684719
46169,29.9423127,-90.0732481,k3684719
46171,29.9727868,-90.079029,k3719419
46200,29.9082292,-89.9926773,k3758519
46216,29.956303,-90.0675878,k3898819
46219,29.956303,-90.0675878,k3898819
46225,29.956465,-90.066371,k3914319
46226,30.0682053,-89.9467967,k3939119
46229,30.0682053,-89.9467967,k3939119
46232,30.0682053,-89.9467967,k3939119
46235,29.968469,-90.1197619,k3967019
46251,29.968469,-90.1197619,k3967019
46267,29.968469,-90.1197619,k3967019
46283,29.968469,-90.1197619,k3967019
46299,29.9634035,-90.0579092,k4024319
46305,29.9634035,-90.0579092,k4024319
46311,29.9634035,-90.0579092,k4024319
46352,29.9627379,-90.0095582,k4090419
46852,29.953033,-90.06935560000001,l0024819
46900,29.953033,-90.06935560000001,l0024819
46948,29.97905179999999,-90.0809444,l0050919
46950,29.97905179999999,-90.0809444,l0050919
46952,29.9823002,-90.0649785,l0068119
46957,29.9823002,-90.0649785,l0068119
46962,29.9823002,-90.0649785,l0068119
46967,29.9823002,-90.0649785,l0068119
46972,29.9823002,-90.0649785,l0068119
46982,30.050106,-89.9582363,l0174019
46984,30.050106,-89.9582363,l0174019
46998,30.0061596,-90.03203339999999,l0256219
47001,30.0061596,-90.03203339999999,l0256219
47004,29.9557609,-90.0678872,l0280919
47006,29.9557609,-90.0678872,l0280919
47008,29.9234419,-89.98405559999999,l0354119
47009,29.9431228,-90.0824705,l0374719
47011,29.9431228,-90.0824705,l0374719
47013,29.9538711,-90.0698991,l0384319
47015,29.9538711,-90.0698991,l0384319
47017,30.0221721,-90.0622258,l0397619
47020,30.0221721,-90.0622258,l0397619
47044,29.9530631,-90.1313554,l0422519
47048,29.9805208,-90.0627155,l0446819
47049,29.9507538,-90.1007627,l0452919
47050,29.9300942,-90.0723229,l0536719
47122,29.9538711,-90.0698991,l0611219
47130,29.9538711,-90.0698991,l0611219
47138,29.9579368,-90.0722925,l0667619
47143,29.9579368,-90.0722925,l0667619
47148,29.9579368,-90.0722925,l0667619
47153,29.9579368,-90.0722925,l0667619
47158,29.9579368,-90.0722925,l0667619
47163,30.0637925,-89.92682289999999,l0686619
47171,30.0637925,-89.92682289999999,l0686619
47179,29.9392463,-90.0205325,l0718919
47180,29.9256735,-90.0736448,l0790419
47192,29.9256735,-90.0736448,l0790419
47204,29.9256735,-90.0736448,l0790419
47216,29.9456998,-90.0474981,l0871719
47217,29.9514243,-90.0749139,l0877919
47233,29.9046247,-89.9916922,l0957819
47236,29.9046247,-89.9916922,l0957819
47239,29.9842242,-90.0650239,l0978019
47243,29.9842242,-90.0650239,l0978019
47247,29.9842242,-90.0650239,l0978019
47251,29.9842242,-90.0650239,l0978019
47255,29.9314515,-90.09172,l0986819
47257,29.9314515,-90.09172,l0986819
47259,29.9642304,-90.0517417,l0990519
47260,29.9703411,-90.09051,l1061319
47286,29.9672312,-90.05903099999999,l1078119
47288,29.993721,-90.10883710000002,l1126019
47291,29.993721,-90.10883710000002,l1126019
47294,29.993721,-90.10883710000002,l1126019
47297,29.9672046,-90.1179112,l1142719
47309,29.9672046,-90.1179112,l1142719
47321,29.9672046,-90.1179112,l1142719
47693,29.9553814,-90.06683029999999,l1268319
47758,29.967625,-90.090533,l1342219
47760,29.967625,-90.090533,l1342219
47762,29.9555835,-90.0691475,l1411119
47773,29.9437992,-90.0962071,l1619419
47784,29.9649606,-90.082533,l1658819
47786,29.9649606,-90.082533,l1658819
47788,29.9687235,-90.1132579,l1694019
47792,29.969248,-90.1032476,l1717019
47795,29.969248,-90.1032476,l1717019
47798,29.969248,-90.1032476,l1717019
47801,29.9834328,-90.071756,l1724419
47803,29.9834328,-90.071756,l1724419
47805,29.9403495,-90.0963529,l1784219
47811,29.9403495,-90.0963529,l1784219
47814,29.9583337,-90.0692631,l1812719
47815,30.050627,-89.9543301,l1817519
47816,29.9632786,-90.1118322,l2203219
47817,29.9434175,-90.0886346,l2228319
47818,29.9585371,-90.0710646,l2469219
47822,29.9585371,-90.0710646,l2469219
47826,29.9585371,-90.0710646,l2469219
47830,29.9585371,-90.0710646,l2469219
47834,30.0183415,-90.0216114,l2630419
47840,29.9482757,-90.1177869,l3267519
47842,29.9482757,-90.1177869,l3267519
47844,29.9423405,-90.0830902,l3497519
47852,29.9423405,-90.0830902,l3497519
47860,29.9877638,-90.0340731,l3631119
47869,29.9749998,-90.0768381,l3912919
47871,29.9749998,-90.0768381,l3912919
47873,29.957821,-90.06617370000001,a0042620
47879,29.957821,-90.06617370000001,a0042620
47885,29.957821,-90.06617370000001,a0042620
47891,29.957821,-90.06617370000001,a0042620
47897,29.957821,-90.06617370000001,a0042620
47903,29.957821,-90.06617370000001,a0042620
48042,29.9520596,-90.0696584,a0210520
48050,29.9520596,-90.0696584,a0210520
48058,29.9520596,-90.0696584,a0210520
48066,29.9520596,-90.0696584,a0210520
48074,29.95856289999999,-90.0727241,a0228520
48083,29.95856289999999,-90.0727241,a0228520
48092,29.95856289999999,-90.0727241,a0228520
48101,29.95856289999999,-90.0727241,a0228520
48110,29.95856289999999,-90.0727241,a0228520
48119,29.95856289999999,-90.0727241,a0228520
48739,29.9696653,-90.06342509999999,a0405520
48743,29.9696653,-90.06342509999999,a0405520
48747,29.9696653,-90.06342509999999,a0405520
48751,29.9678354,-90.083129,a0414820
48763,29.9678354,-90.083129,a0414820
48775,29.9678354,-90.083129,a0414820
48787,29.9673377,-90.0330553,a0449320
48791,30.0494353,-89.9704275,a0599020
48798,30.0494353,-89.9704275,a0599020
48805,30.0494353,-89.9704275,a0599020
48812,30.0494353,-89.9704275,a0599020
48826,30.0494353,-89.9704275,a0599020
48889,29.9834328,-90.071756,a0718620
48897,29.9834328,-90.071756,a0718620
48905,29.9063535,-89.9877401,a0739020
48906,29.9542063,-90.0691878,a0766720
48908,29.9542063,-90.0691878,a0766720
48910,29.9586117,-90.06586329999999,a0830420
48928,30.0252582,-90.0241044,a0849320
48931,30.0252582,-90.0241044,a0849320
48934,30.0252582,-90.0241044,a0849320
48937,29.968221,-90.03264899999999,a0961620
48941,29.968221,-90.03264899999999,a0961620
48945,29.968221,-90.03264899999999,a0961620
48955,30.005387,-90.036384,a0995620
48957,29.9687723,-90.0848015,a1004120
48959,29.9687723,-90.0848015,a1004120
48961,29.9432135,-90.1147242,a1045020
49012,29.9419228,-90.1279667,a1145820
49018,29.9419228,-90.1279667,a1145820
49026,29.9557609,-90.0678872,a1283820
49028,29.9557609,-90.0678872,a1283820
49030,30.0030036,-90.05124789999999,a1300920
49034,30.0030036,-90.05124789999999,a1300920
49038,30.0030036,-90.05124789999999,a1300920
49042,30.0030036,-90.05124789999999,a1300920
49046,29.9757905,-90.0549542,a1315120
49047,29.9534822,-90.07047960000001,a1330021
49053,29.9925967,-90.0344391,a1359620
49077,29.9088615,-89.988232,a1539820
49083,29.9088615,-89.988232,a1539820
49089,29.9088615,-89.988232,a1539820
49095,29.9725381,-90.0598337,a1598320
49100,29.9725381,-90.0598337,a1598320
49105,29.9725381,-90.0598337,a1598320
49110,29.9725381,-90.0598337,a1598320
49115,29.9725381,-90.0598337,a1598320
49120,29.9389049,-90.0983266,a1602220
49125,29.9389049,-90.0983266,a1602220
49135,29.9389049,-90.0983266,a1602220
49140,29.9389049,-90.0983266,a1602220
49145,29.95693899999999,-90.0684907,a1685320
49146,30.00030229999999,-90.0588942,a1825620
49189,29.954776,-90.06896599999999,a1949420
49201,29.9448848,-90.1212225,a1979920
49203,29.9448848,-90.1212225,a1979920
49205,29.92912299999999,-90.111554,a2012220
49206,29.9040114,-89.99139650000001,a2046120
49414,29.9494956,-90.1108731,a2226120
49418,29.9494956,-90.1108731,a2226120
49422,29.9524132,-90.06379539999999,a2227120
49423,29.9549516,-90.06990189999999,a2237720
49425,29.9549516,-90.06990189999999,a2237720
49427,29.9694082,-90.0889641,a2254920
49428,30.0319799,-89.92937119999999,a2277420
49429,29.9509099,-90.1012022,a2299020
49430,29.9689975,-90.1193498,a2308820
49438,29.9689975,-90.1193498,a2308820
49442,29.9689975,-90.1193498,a2308820
49450,29.9540376,-90.06841930000002,a2359420
49452,29.9540376,-90.06841930000002,a2359420
49454,29.9578168,-90.0741292,a2374620
49462,29.9578168,-90.0741292,a2374620
49470,29.9578168,-90.0741292,a2374620
49478,29.9578168,-90.0741292,a2374620
49486,29.9578168,-90.0741292,a2374620
49494,29.9578168,-90.0741292,a2374620
49510,29.9578168,-90.0741292,a2374620
49518,29.9411151,-90.1234407,a2441820
49548,29.9706773,-90.0647303,a2552520
49560,29.9550014,-90.1294572,a2557520
49571,29.9595357,-90.0697497,a2709120
49574,29.9595357,-90.0697497,a2709120
49577,29.9743928,-90.1207776,a2808820
49578,29.9533675,-90.0687865,a2828820
49581,29.9533675,-90.0687865,a2828820
49584,29.9533675,-90.0687865,a2828820
49587,29.9708988,-90.06451930000001,a2878120
49589,29.9708988,-90.06451930000001,a2878120
49591,29.92983629999999,-90.1076511,a2899820
49592,29.944603,-90.091353,a2910020
49604,29.944603,-90.091353,a2910020
49616,29.944603,-90.091353,a2910020
49628,29.944603,-90.091353,a2910020
49640,29.944603,-90.091353,a2910020
49652,29.944603,-90.091353,a2910020
49664,29.944603,-90.091353,a2910020
49676,29.944603,-90.091353,a2910020
49688,29.944603,-90.091353,a2910020
49700,29.944603,-90.091353,a2910020
49712,29.944603,-90.091353,a2910020
49724,29.944603,-90.091353,a2910020
49736,29.9360273,-90.03347529999999,a2915720
49790,29.9360273,-90.03347529999999,a2915720
49817,29.9360273,-90.03347529999999,a2915720
49871,29.9360273,-90.03347529999999,a2915720
49898,29.9360273,-90.03347529999999,a2915720
49952,29.9360273,-90.03347529999999,a2915720
49979,29.9360273,-90.03347529999999,a2915720
50033,29.9360273,-90.03347529999999,a2915720
50060,29.9360273,-90.03347529999999,a2915720
50114,29.9360273,-90.03347529999999,a2915720
50141,29.9360273,-90.03347529999999,a2915720
50195,29.9360273,-90.03347529999999,a2915720
50222,29.9360273,-90.03347529999999,a2915720
50276,29.9360273,-90.03347529999999,a2915720
50303,29.9360273,-90.03347529999999,a2915720
50357,29.9360273,-90.03347529999999,a2915720
50384,29.9360273,-90.03347529999999,a2915720
50485,29.94998459999999,-90.06491270000001,a2952520
50486,29.9253677,-90.0818424,a2954920
50487,29.9570855,-90.0669387,a3118920
50541,29.9375874,-90.0746539,a3198320
50543,29.9375874,-90.0746539,a3198320
50545,29.9296088,-90.070194,a3243220
50546,29.943542,-90.0733993,a3293720
50548,29.943542,-90.0733993,a3293720
50550,29.93345609999999,-90.0878681,a3303820
50552,29.93345609999999,-90.0878681,a3303820
50554,29.9523599,-90.1065708,a3409720
50558,29.9610569,-90.1168173,a3453320
50575,29.9902303,-90.1145488,a3490820
50576,30.0113332,-90.01043800000001,a3500120
50577,29.9095581,-90.01985619999999,a3525220
50579,29.9095581,-90.01985619999999,a3525220
50581,29.9182774,-90.0969793,a3549820
50583,29.9537991,-90.0731876,a3687320
50584,29.9645497,-90.0696402,a3699920
50586,29.9645497,-90.0696402,a3699920
50588,29.9673992,-90.0619407,a3754820
50598,29.9561277,-90.0648415,a3816520
50603,29.9561277,-90.0648415,a3816520
50608,29.9561277,-90.0648415,a3816520
50613,29.9561277,-90.0648415,a3816520
50618,29.9561277,-90.0648415,a3816520
50623,29.9414741,-90.0823057,a3835620
50624,29.9801961,-90.0770674,a3861920
50627,29.9801961,-90.0770674,a3861920
50630,29.9801961,-90.0770674,a3861920
50733,29.9630842,-90.0647321,b0166920
50741,29.9630842,-90.0647321,b0166920
50749,29.9630842,-90.0647321,b0166920
50757,29.9630842,-90.0647321,b0166920
50765,29.9630842,-90.0647321,b0166920
50773,29.9630842,-90.0647321,b0166920
50781,29.9630842,-90.0647321,b0166920
50789,29.9630842,-90.0647321,b0166920
50817,29.9433869,-90.0838451,b0355220
50819,29.9433869,-90.0838451,b0355220
50872,29.953033,-90.06935560000001,b0930720
50878,29.953033,-90.06935560000001,b0930720
50884,29.953033,-90.06935560000001,b0930720
50890,29.953033,-90.06935560000001,b0930720
50896,29.953033,-90.06935560000001,b0930720
50902,29.953033,-90.06935560000001,b0930720
50982,29.968656,-90.10407510000002,b0966620
51006,29.968656,-90.10407510000002,b0966620
51078,29.968656,-90.10407510000002,b0966620
51126,29.968656,-90.10407510000002,b0966620
51150,29.968656,-90.10407510000002,b0966620
51222,29.968656,-90.10407510000002,b0966620
51270,29.968656,-90.10407510000002,b0966620
51294,29.968656,-90.10407510000002,b0966620
51366,29.968656,-90.10407510000002,b0966620
51414,29.968656,-90.10407510000002,b0966620
51438,29.968656,-90.10407510000002,b0966620
51510,29.968656,-90.10407510000002,b0966620
51558,29.9657588,-90.06676689999999,b1076420
51585,29.9583337,-90.0692631,b1095720
51603,29.9518573,-90.0679251,b1222620
51613,30.0534594,-89.971019,b1338720
51650,29.9414741,-90.0823057,b1413920
51658,29.9414741,-90.0823057,b1413920
51666,30.050627,-89.9543301,b1472520
51667,29.944341,-90.1337549,b1587020
51670,29.944341,-90.1337549,b1587020
51673,29.944341,-90.1337549,b1587020
51676,29.9759872,-90.05343959999999,b1600320
51688,29.9343365,-90.039434,b1708020
51691,29.9343365,-90.039434,b1708020
51694,29.9188681,-90.0222782,b1722120
51696,29.9188681,-90.0222782,b1722120
51698,29.91391399999999,-90.015879,b1732820
51810,29.9575273,-90.06644709999999,b1926020
51822,29.9575273,-90.06644709999999,b1926020
51834,29.9348463,-90.0853936,b1969520
51862,29.9348463,-90.0853936,b1969520
51890,29.9348463,-90.0853936,b1969520
51918,29.9348463,-90.0853936,b1969520
51946,29.9348463,-90.0853936,b1969520
51974,29.9348463,-90.0853936,b1969520
52002,29.9348463,-90.0853936,b1969520
52030,29.9348463,-90.0853936,b1969520
52058,29.9348463,-90.0853936,b1969520
52086,29.9348463,-90.0853936,b1969520
52114,29.9348463,-90.0853936,b1969520
52142,29.9348463,-90.0853936,b1969520
52170,29.9348463,-90.0853936,b1969520
52198,29.9348463,-90.0853936,b1969520
52226,29.9348463,-90.0853936,b1969520
52254,29.9348463,-90.0853936,b1969520
52282,29.9348463,-90.0853936,b1969520
52310,29.9348463,-90.0853936,b1969520
52338,29.9348463,-90.0853936,b1969520
52366,29.9348463,-90.0853936,b1969520
52394,29.9348463,-90.0853936,b1969520
52422,29.9348463,-90.0853936,b1969520
52450,29.9348463,-90.0853936,b1969520
52478,29.9348463,-90.0853936,b1969520
52506,29.9348463,-90.0853936,b1969520
52534,29.9348463,-90.0853936,b1969520
52562,29.9348463,-90.0853936,b1969520
52590,29.9348463,-90.0853936,b1969520
52618,29.968005,-90.1031236,b2015520
52622,30.0342233,-90.02104279999999,b2059420
52625,30.0342233,-90.02104279999999,b2059420
52628,30.0416164,-89.9884944,b2087620
52630,30.0416164,-89.9884944,b2087620
52632,29.943542,-90.0733993,b2156320
52633,29.9465427,-90.0795131,b2158020
52635,29.9465427,-90.0795131,b2158020
52637,29.9248188,-90.0215997,b2162520
52643,29.9248188,-90.0215997,b2162520
52649,29.9248188,-90.0215997,b2162520
52655,29.9248188,-90.0215997,b2162520
52661,29.9248188,-90.0215997,b2162520
52667,29.9248188,-90.0215997,b2162520
52673,29.9713626,-90.0828174,b2349820
52683,29.9439915,-90.07368,b2369920
52685,29.9584219,-90.0672537,b2378220
52692,29.9536627,-90.07084449999999,b2435020
52712,29.9536627,-90.07084449999999,b2435020
52732,29.9536627,-90.07084449999999,b2435020
52752,29.9536627,-90.07084449999999,b2435020
52772,29.9536627,-90.07084449999999,b2435020
52792,29.9589414,-90.0699276,b2457620
52798,29.9589414,-90.0699276,b2457620
52804,29.9589414,-90.0699276,b2457620
52810,29.9589414,-90.0699276,b2457620
52816,29.9589414,-90.0699276,b2457620
52822,29.9589414,-90.0699276,b2457620
52828,29.9904565,-90.06261579999999,b2487720
52931,29.9656065,-90.1114137,b2574220
52932,29.9652871,-90.03097609999999,b2594820
52934,29.9652871,-90.03097609999999,b2594820
52936,29.936936,-90.0767791,b2608620
52960,29.9779864,-90.0974109,b2635020
52964,29.9779864,-90.0974109,b2635020
52978,29.9891848,-90.0673083,b2718620
52980,29.956303,-90.0675878,b2793720
52981,29.9559905,-90.0681987,b2794520
53033,30.0185788,-90.02237319999999,b2809920
53039,29.9447481,-90.0798848,b2835520
53045,29.9447481,-90.0798848,b2835520
53051,29.9447481,-90.0798848,b2835520
53057,29.9447481,-90.0798848,b2835520
53063,29.9447481,-90.0798848,b2835520
53069,29.9447481,-90.0798848,b2835520
53075,29.9533675,-90.0687865,b2843120
